seurat_clusters,type,r
1,"r<0.5, unassigned",0.2590592538456268
0,"r<0.5, unassigned",0.4572918964829685
2,"r<0.5, unassigned",0.4411121647195739
5,BEC,0.538545696894681
4,"r<0.5, unassigned",0.44587217255063905
6,"r<0.5, unassigned",0.47041206729899604
7,"r<0.5, unassigned",0.36087768971205103
8,"r<0.5, unassigned",0.29505626708015037
3,"r<0.5, unassigned",0.379708301347029
