p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
2.4774263583379693e-147,0.6764365500937721,0.511,0.078,7.748398678337833e-143,1,Ccl7
1.2210250458724558e-128,0.5642927303741883,0.78,0.234,3.818877933470693e-124,1,Lgmn
8.359201596090716e-114,0.5980982200767186,0.708,0.224,2.614423891193332e-109,1,Ccl12
5.090936695624794e-107,0.3163119212205605,0.598,0.142,1.5922413609236105e-102,1,C3ar1
4.9265612078736276e-105,0.41705891351508617,0.632,0.166,1.5408312833745557e-100,1,Adgre1
3.482359451056452e-102,0.36561148070672145,0.856,0.293,1.089142741912416e-97,1,Maf
6.455390120685482e-102,0.5637361646885317,0.938,0.47,2.0189878141455912e-97,1,Marcks
1.4755488247882126e-99,0.313412360952341,0.444,0.084,4.614926504407614e-95,1,Fpr1
2.603845219806418e-98,0.317005055911293,0.774,0.244,8.143786309466553e-94,1,Tnfrsf1b
4.954230284539303e-98,0.34926251546821563,0.702,0.203,1.5494850637925125e-93,1,Ptprj
9.842078686412758e-94,0.3512165697766034,0.828,0.289,3.0782085299624543e-89,1,Itgam
7.633399402467975e-93,0.2606618593594595,0.462,0.097,2.387421997115884e-88,1,Slc7a8
9.486912782865108e-92,0.37768236477374895,0.64,0.186,2.9671268419688914e-87,1,Nr1h3
2.790632189258507e-90,0.3908622464112983,0.769,0.281,8.727981235124906e-86,1,Cxcl2
6.559368166001986e-88,0.2676906544039111,0.458,0.1,2.0515079875987814e-83,1,Rab7b
1.2211128291136888e-87,0.27743401344549257,0.592,0.159,3.819152484335973e-83,1,Arap1
3.633039897271599e-87,0.28265768036826544,0.67,0.199,1.1362695582706654e-82,1,St3gal5
7.950388721625576e-87,0.35818960580542636,0.877,0.343,2.486563576575615e-82,1,Acod1
7.216781128347557e-86,0.3687144379446654,0.851,0.314,2.2571204657019817e-81,1,Mmp14
9.302895888438982e-86,0.3657856422980613,0.38,0.073,2.909573718068176e-81,1,Thbs1
9.383399557651538e-84,0.45391704073962846,0.963,0.512,2.934752045651095e-79,1,Tgfbi
2.9008591669613243e-83,0.32452074560093025,0.744,0.249,9.072727130588238e-79,1,Acp2
2.966925350742546e-82,0.2810004942273858,0.514,0.135,9.279355726982386e-78,1,Slamf9
5.352606305451794e-82,0.42603118696679076,0.948,0.455,1.674081148093103e-77,1,Fpr2
7.389971817265647e-82,0.2577766272198043,0.874,0.372,2.3112875855680036e-77,1,Ccl2
9.152011354570903e-81,0.2900252259824613,0.712,0.232,2.862383071255596e-76,1,Snx18
4.5424966002424775e-80,0.41009905831828486,0.892,0.401,1.4207112366918373e-75,1,Fcgr4
1.2930989233013356e-79,0.3701106575670454,0.85,0.328,4.0442961925172573e-75,1,N4bp1
4.883770185695946e-79,0.48103449409189936,0.848,0.393,1.5274479632782642e-74,1,Marcksl1
6.928253924573239e-78,0.25017374744616394,0.547,0.154,2.1668806974495262e-73,1,Ccr1
8.330035195139179e-77,0.2805683829361937,0.657,0.207,2.60530180763173e-72,1,Abcg1
2.78324697704749e-76,0.27736826058008035,0.573,0.17,8.704883245413731e-72,1,Pfkfb3
3.2013055296881593e-76,0.3157472694753565,0.861,0.349,1.0012403174652688e-71,1,Msr1
3.7484904002663646e-76,0.29370482156134925,0.761,0.269,1.172377857587308e-71,1,Ehd1
