p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
6.1966611395846e-37,-5.229079604353906,0,1,1.9380677380164796e-32,6,Fabp4
1.2896099612840317e-35,-4.121670441050055,0.009,0.984,4.033384114911938e-31,6,Car3
5.78425865099422e-35,-5.786643356065054,0.009,0.968,1.8090847356849523e-30,6,Cfd
1.9107289074829276e-33,-3.1349138160301404,0.009,0.935,5.975995731043604e-29,6,Adig
2.52201591775305e-32,-2.8944754567607984,0,0.903,7.887856984364439e-28,6,Wfdc21
1.3809549448891778e-31,-3.91309278010094,0,0.887,4.3190746856353925e-27,6,Retn
6.110252586503928e-31,-2.3002940659376443,0.009,0.887,1.9110425989549686e-26,6,Plin4
7.417750776330035e-31,-2.657648404897678,0,0.871,2.3199757328049817e-26,6,Adipoq
7.417750776330035e-31,-3.1446496254254837,0,0.871,2.3199757328049817e-26,6,Chchd10
1.3934474720672804e-30,-2.4790525131842194,0.018,0.887,4.3581463136376266e-26,6,Pnpla2
2.2522660516447583e-30,-2.4405567881669055,0.009,0.871,7.044187303124146e-26,6,Cd36
7.005960255192726e-30,-2.1645893829504392,0.027,0.887,2.191184129414077e-25,6,Acsl1
7.802247431192212e-28,3.0147612349801265,0.991,0.129,2.4402309065796762e-23,6,Col1a1
1.5283842785780014e-27,-2.9288717561758837,0.514,1,4.780174669680557e-23,6,Dbi
2.0020926409323637e-27,3.1309398746861508,0.982,0.113,6.26174494378006e-23,6,Col1a2
2.070373057050535e-27,2.5462933202659075,1,0.339,6.475298773231253e-23,6,Bgn
4.220447287414298e-27,3.106828342359579,1,0.306,1.3199870936116959e-22,6,Col3a1
9.370113579340635e-27,-2.3158494389820667,0.378,0.968,2.9305967230745773e-22,6,Mgst1
1.0536906173482484e-26,3.0077852331306194,0.991,0.194,3.2955227748183815e-22,6,Dcn
1.207777935664342e-26,-2.17654870792887,0,0.774,3.777446271583796e-22,6,Cidec
1.207777935664342e-26,-2.447535447958436,0,0.774,3.777446271583796e-22,6,Cdo1
1.542266304698514e-26,-3.741679517242888,0.279,0.952,4.823592094575072e-22,6,Scd1
5.460220599020643e-26,3.211573867875129,0.955,0.081,1.7077385945496964e-21,6,Crip1
7.266083717569012e-26,-3.1464022848482367,0.009,0.774,2.2725403435068842e-21,6,Hp
6.463300758357215e-25,-1.7731334102838858,0.036,0.79,2.0214619451838024e-20,6,Slc27a1
1.0796092263456888e-24,-1.818715281659851,0.027,0.79,3.376585816318776e-20,6,Lipe
1.8066712813905994e-24,2.8388984478149872,0.937,0.145,5.650545099677238e-20,6,Fn1
2.43921146136407e-24,2.0351724939613134,0.991,0.516,7.628877766562266e-20,6,Tmsb4x
2.6289400817725215e-24,-2.2690214242856306,0.036,0.79,8.222272999751738e-20,6,Trf
5.440871915804015e-24,-2.0033940902023533,0,0.71,1.7016871003868637e-19,6,Ubd
6.801942986426726e-24,-2.8953180438822743,0.099,0.839,2.1273756884348227e-19,6,Apoc1
1.942301401359192e-23,2.0383900504016714,0.991,0.29,6.0747418628910085e-19,6,S100a6
2.4023777460547292e-23,-1.6991801997529044,0,0.694,7.513676638560771e-19,6,Plin1
3.532538479425348e-23,-1.9758461063429142,0.09,0.823,1.1048367348250717e-18,6,Ghr
3.547188365205268e-23,1.9394354786982155,0.982,0.484,1.1094186331015996e-18,6,Ifitm3
5.504395254807675e-23,1.6701732490637604,0.973,0.806,1.7215546598936486e-18,6,Sparc
1.2678802889403597e-22,-2.405789695445785,0.081,0.79,3.965422391689869e-18,6,Mt2
1.3432301762535686e-22,2.31802287880823,0.883,0.097,4.201086699250661e-18,6,Des
1.3840031485476782e-22,2.315602731532571,0.883,0.065,4.3286082473977186e-18,6,Col6a1
1.6326982574367625e-22,2.2975425368331903,0.883,0.081,5.106427069959219e-18,6,Cd9
2.624367179080221e-22,-1.6858448878843493,0.108,0.823,8.207970789291299e-18,6,Bnip3
3.0854064222346323e-22,2.118400845085398,0.928,0.258,9.649917126181036e-18,6,Fstl1
3.422936211631193e-22,2.5553604002374404,0.856,0.032,1.0705575295497719e-17,6,Emp3
3.672769246692933e-22,-2.494706558759603,0.261,0.903,1.1486953095956818e-17,6,Mt1
1.0002603103499636e-21,2.2139649759898683,0.856,0.065,3.128414146650546e-17,6,Timp2
1.720392365606914e-21,-1.8861616630930254,0.189,0.871,5.380699162672184e-17,6,Glul
1.82451969762732e-21,2.4460281637345926,0.865,0.065,5.706367806299207e-17,6,Fbn1
1.9481617694784738e-21,2.1443501215743086,0.847,0.065,6.093070750220874e-17,6,Ltbp4
4.920355604590886e-21,1.8220029828774447,0.946,0.419,1.5388904188918453e-16,6,Tmsb10
1.1950676032024061e-20,2.1853203792584157,0.829,0.065,3.737693435775845e-16,6,Eln
1.90208786750962e-20,2.154280908582303,0.856,0.081,5.948970014423087e-16,6,Col6a2
3.687727449417909e-20,2.0341635740081943,0.793,0,1.1533736370799454e-15,6,Cygb
5.1705822730564166e-20,-1.3680652233344195,0.009,0.629,1.617151311721125e-15,6,Pde3b
7.579648745000749e-20,-2.2155586844890998,0.036,0.677,2.3706109414864343e-15,6,Fasn
8.676492954557437e-20,-1.8348157086712245,0.027,0.661,2.713659936467384e-15,6,Lrg1
1.0659805237334083e-19,1.4502374110829461,0.937,0.532,3.3339606860286077e-15,6,C1s1
