seurat_clusters,type,r
2,LEC3,0.6678420271089094
10,BEC,0.6728318006764136
4,LEC4,0.6409682215250562
0,LEC4,0.6355429855581056
9,LEC3,0.6527041022065463
1,LEC3,0.6787517653375834
6,LEC4,0.6171071462147308
8,LEC4,0.6205768667799365
3,LEC3,0.6744585076496836
15,tossed_inflammatory ,0.5974331480080052
7,LEC2,0.6243910460925617
5,BEC,0.6529996389202541
11,LEC3,0.6205269641982734
14,???,0.566242690220219
12,SC,0.5255483599550198
13,LEC5,0.6346726384547614
