p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
4.877257113638813e-32,-0.996463827916718,0.049,0.343,1.5254109348616752e-27,0,Stmn1
4.950002700222305e-29,0.5357946867118875,0.856,0.679,1.5481628445215281e-24,0,Ctsl
5.895723044991999e-26,0.5106032653669574,0.93,0.812,1.8439463395516976e-21,0,Selenop
2.5854332643047177e-24,-0.988221804039761,0.004,0.2,8.086201077439435e-20,0,Pclaf
9.693527895316397e-24,-1.0475173008164411,0.023,0.233,3.0317477845391564e-19,0,Top2a
1.543103164306046e-23,0.49608681714585456,0.938,0.8,4.826209456683589e-19,0,Fos
2.462947237589174e-22,-0.8709161261944581,0.002,0.181,7.7031137802839e-18,0,Cenpf
2.169471089314223e-21,-0.710793152206955,0.01,0.193,6.785237778939164e-17,0,Mki67
6.16999899147695e-21,-0.6178022287696774,0.039,0.249,1.9297288845743307e-16,0,Smc2
8.093074390550152e-21,-0.5792695698322031,0.004,0.175,2.5311899463884655e-16,0,Birc5
2.827656952726508e-20,-0.9808802252729973,0.252,0.507,8.843779885347427e-16,0,Hmgb2
3.670765390256867e-20,-0.812483401140867,0.004,0.169,1.1480685834567376e-15,0,Ube2c
1.1295025951962163e-19,-0.5289530706499133,0.021,0.203,3.532632316735686e-15,0,Lmnb1
2.625050734148894e-18,0.4955954906726978,0.858,0.743,8.210108676124081e-14,0,Junb
3.5924431045027546e-18,-0.4390637218301211,0,0.143,1.1235725053642816e-13,0,Ccna2
6.7556224972875814e-18,-0.608242578156218,0.485,0.709,2.112888492251664e-13,0,Vim
1.0155232965363012e-17,-0.44021386198816165,0.002,0.145,3.1761506622469357e-13,0,Anln
1.0522146374368314e-17,-0.6994101908284255,0.014,0.172,3.290906500047434e-13,0,Prc1
1.3296906679308687e-17,-0.4806706295674545,0.062,0.269,4.158740533020585e-13,0,Ccdc34
5.819919783376738e-17,-0.4650409685064263,0.002,0.139,1.8202381114489088e-12,0,Tpx2
6.297966589920172e-17,0.3602602368526129,0.942,0.8,1.9697520306634327e-12,0,Igfbp4
7.092129258915858e-17,0.4559647327320073,0.88,0.758,2.2181343470185237e-12,0,Egr1
7.348799959800711e-17,-0.6216747380511234,0.266,0.524,2.2984106754272704e-12,0,Nucks1
7.404340561374313e-17,-0.4629729726030239,0.072,0.278,2.31578155397543e-12,0,Selenoh
7.928851602661032e-17,-0.9287152121524473,0.002,0.137,2.479827627248264e-12,0,Hist1h2ae
1.9523286999788338e-16,-0.4776589127056822,0.006,0.145,6.106103242053801e-12,0,Cdk1
2.6248400355320814e-16,-0.8715802833306218,0,0.128,8.209449695130138e-12,0,Hist1h2ap
6.700594172968893e-16,0.3709127482072869,0.903,0.79,2.095677833537751e-11,0,Timp3
7.348369504575159e-16,0.47849790246729107,0.858,0.754,2.2982760462509268e-11,0,Jun
8.473179294353448e-16,-0.42737352788472005,0.01,0.149,2.6500715561019846e-11,0,Racgap1
2.994282638994882e-15,-0.4389353779198065,0.056,0.234,9.364918381720393e-11,0,Cks1b
3.4524306528376954e-15,-0.5846667262603006,0.173,0.41,1.0797822109815176e-10,0,Prss23
5.806876287622041e-15,-0.44779216957364204,0.008,0.137,1.8161586277166696e-10,0,Kif11
6.315191043971268e-15,-0.6264312284685392,0.511,0.688,1.9751391509124538e-10,0,H2afz
6.320834567326739e-15,-0.45999793492579705,0.025,0.173,1.9769042192771107e-10,0,Cenpa
7.321791436922041e-15,0.3446917907756113,0.812,0.688,2.2899634898117377e-10,0,Cd55
1.2175319772575591e-14,-0.4450303754136631,0.012,0.145,3.807953012070742e-10,0,Ccnb2
3.7463411723133296e-14,-0.4854246319887513,0.062,0.234,1.171705665052717e-9,0,Cks2
4.175002639481189e-14,0.28203756747219977,0.911,0.797,1.3057738255241367e-9,0,Fosb
4.4261348685752016e-14,-0.4099062958565186,0.033,0.182,1.3843179414955801e-9,0,Ncapg2
4.8525217473471695e-14,0.4202631218493571,0.647,0.484,1.5176747017003008e-9,0,F8
1.167061288469965e-13,-0.3109919552640821,0.006,0.122,3.6501008858186625e-9,0,Cdca8
1.201922294326041e-13,-0.4173848639025687,0.062,0.23,3.759132167734125e-9,0,Jpt1
1.346943864603584e-13,-0.3839698416177001,0.134,0.349,4.2127016309341696e-9,0,Dek
1.4491151161149178e-13,-0.3565891271554124,0,0.106,4.532252437161017e-9,0,Nusap1
1.5457993106116194e-13,-0.42677278456095635,0.167,0.394,4.834641923868901e-9,0,Rad21
1.6755530602385962e-13,0.383668070172162,0.784,0.664,5.240459751202234e-9,0,Jund
1.91987079623876e-13,-0.33277655473621937,0.002,0.11,6.0045879023163464e-9,0,Iqgap3
1.9778912698958794e-13,-0.5129735079347042,0.282,0.518,6.186052735726353e-9,0,Lgals1
2.3953547144427964e-13,-0.3726215475164458,0.006,0.119,7.49171140489129e-9,0,Cenpe
2.483092734895004e-13,-0.57319923662972,0.058,0.218,7.766120837657614e-9,0,Emp1
4.754211546829224e-13,-0.3799984796202589,0.029,0.166,1.486927203386308e-8,0,Fam111a
4.76130224855451e-13,0.32762906964191574,0.872,0.769,1.4891448912579086e-8,0,Ctsd
5.450317181786983e-13,-0.370943372467329,0.049,0.204,1.704641201775697e-8,0,Col18a1
1.058771356876883e-12,-0.6947973936307142,0.153,0.348,3.3114132957681394e-8,0,S100a6
